idRule,count_Ant,sup_Antec,count_Cons,sup_Cons,count_Rule,sup_Rule,conf_Rule,state
146,868,0.09277469003847798,257,0.027469003847798205,0,0.0,0.0,Not supported
147,25,0.002672082086361693,40,0.004275331338178709,0,0.0,0.0,Not supported
148,10,0.0010688328345446773,7093,0.7581231295425396,8,0.0008550662676357417,0.8,Not supported
149,189,0.0202009405728944,6404,0.6844805472424113,187,0.019987174005985466,0.9894179894179894,Not supported
150,6179,0.660431808465156,45,0.004809747755451048,38,0.004061564771269773,0.006149862437287587,Not supported
151,907,0.09694313809320222,257,0.027469003847798205,173,0.018490808037622916,0.19073869900771775,Not supported
152,505,0.0539760581445062,7093,0.7581231295425396,492,0.05258657545959812,0.9742574257425742,Confident
153,25,0.002672082086361693,2295,0.24529713552800342,24,0.0025651988029072254,0.96,Not supported
154,2693,0.28783668234288157,45,0.004809747755451048,0,0.0,0.0,Not supported
155,17,0.0018170158187259514,7093,0.7581231295425396,0,0.0,0.0,Not supported
156,542,0.0579307396323215,24,0.0025651988029072254,0,0.0,0.0,Not supported
157,0,0.0,6404,0.6844805472424113,0,0.0,0.0,Not supported
